,BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
6337,21-153315,MARINE/DCSSF/ DSSFBrest,None,M. le directeur du service de soutien de la flotte de BREST,secrétariat des offres,,BCRM de BREST - DSSF BREST Secrétariat des offres - SDFC/DMAP - CC45,29240,BREST cedex 9,,(+33) 2-98-14-07-06,,,dssf-brest.contact-demarche.fct@def.gouv.fr,,,,,,,False,False,,False,False
6338,21-153319,Bordeaux Metropole,None,"M. ANZIANI Alain, Président de Bordeaux Métropole",,,Esplanade Charles De Gaulle,33045,Bordeaux cedex,,,,,marchesmobilite@bordeaux-metropole.fr,https://www.bordeaux-metropole.fr,https://marchespublics.bordeaux-metropole.fr,,,,,False,False,,False,False
6339,21-153320,CANGT,None," Monsieur le Président, Jean BARDAIL",,,"2, Lot Vallée de Roujol",97131,PETIT-CANAL,GP,(+33) 5-90-48-77-80,,(+33) 5-90-48-77-99,marches@cangt-guadeloupe.fr,https://www.cangt.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
6340,21-153321,COMMUNE D'ARTIGUES-PRES-BORDEAUX,None,,,FR,,None,ARTIGUES-PRES-BORDEAUX,,,,,commandepublique.ptrd@bordeaux-metropole.fr,https://marchespublics.bordeaux-metropole.fr,https://marchespublics.bordeaux-metropole.fr,,https://marchespublics.bordeaux-metropole.fr,https://marchespublics.bordeaux-metropole.fr,,False,True,,False,True
6341,21-153322,Cté Cnes du Grand Pic St Loup,None,,,FR,Hôtel de la Communauté25 Allée de l'Espérance,34270,Saint Mathieu de Tréviers,,,,,marches.publics@ccgpsl.fr,https://www.cc-grandpicsaintloup.fr,http://www.achatpublic.com,,,,,False,False,,False,False
6342,21-153323,Ville de Vémars,None,M. Le Maire,,,5 Rue Léon Bouchard,95470,Vémars,,01-34-68-16-27,,01-34-31-16-00,mairievemars@mairievemars.fr,http://www.achatpublic.com,http://www.achatpublic.com,,,,,False,False,,False,False
6343,21-153324,Var Aménagement Développement,None,,,FRL05,,None,Toulon,,,,,vad83@vad83.eu,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_tRMMOi9CL5,,,,,,False,False,,False,False
6344,21-153328,Ville de Meylan,None,Monsieur le Maire,,,4 Avenue du Vercors,38240,Meylan,,04-76-41-59-00,38240,,meylan@meylan.fr,http://www.meylan.fr,,,,,,False,False,,False,False
6345,21-153331,Ville de Bruges,None,"Mme TERRAZA Brigitte, Maire de la ville de Bruges, Présidente du CCAS",,,"87, Avenue Charles de Gaulle",33520,Bruges cedex,,,,,e-accueil@mairie-bruges.fr,http://www.mairie-bruges.fr,http://marchespublics.bordeaux-metropole.fr,,,,,False,False,,False,False
6346,21-153332,CAISSE NATIONALE MILITAIRE DE SECU SOC,None,,,FRL05,247 avenue jacques CARTIER,83090,Toulon,,(+33) 4-94-16-96-96,,(+33) 4-94-16-39-59,serviceachat@cnmss.fr,http://cnmss.fr,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=829391&orgAcronyme=g7h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&A,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=829391&orgAcronyme=g7h,False,True,,False,True
6347,21-153333,Ville de M'Tsamboro,None, Le Maire Laithidine BEN SAID,,,"170, avenue de la mairieBP115",97630,M'Tsamboro,,(+33) 2-69-62-19-50,,,babadi.ahmed@mairie-mtsamboro.fr,,,,,,,False,False,,False,False
6348,21-153334,Ville de Dembeni,None,,Nassuria BACO BACAR,FRY50,15 boulevard de la mairieBoîte Postale N°20,97660,Dembeni,,(+33) 2-69-62-15-81,,(+33) 2-69-62-09-95,commandepublique@dembeni.fr,http://www.dembeni.yt,https://www.marches-securises.fr,,,,,False,True,,False,True
6349,21-153336,METROPOLE EUROPEENNE DE LILLE,20009320100019,,ddemuynck@lillemetropole.fr,FRE11,2 boulevard des Cités Unies CS 70043,59040,lille,,(+33) 3-59-00-24-14,,,marchescentral@lillemetropole.fr,https://www.lillemetropole.fr/,https://marchespublics596280.fr,,https://marchespublics596280.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=530447&orgAcronyme=5C371,https://marchespublics596280.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=530447&orgAcronyme=5C371,,False,True,,True,False
6350,21-153337,Commune de Callas,None,ATINSOUNON Claude,,,3 Place de la Victoire,83830,Callas,,04-94-76-61-07,,,mairie@callas.fr,http://www.callas.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
6351,21-153338,GALLICE 21,82457643300018,,Commande publique,FR,47 Boulevard Baudoin Pointe du Crouton,06160,JUAN LES PINS,,(+33) 4-93-13-74-23,,,marches.port-gallice@gallice21.com,https://demat.centraledesmarches.com,https://demat.centraledesmarches.com,https://demat.centraledesmarches.com/7061684,https://demat.centraledesmarches.com/7061684,https://demat.centraledesmarches.com/7061684,,False,True,,False,True
6352,21-153340,Grand Montauban Communauté d'agglo,None," DEVILLE Thierry, Président",,,9 rue de l'hôtel de ville BP 764,82000,MONTAUBAN CEDEX,,05-63-22-12-87,,05-63-93-58-00,marchespublics@ville-montauban.fr,http://www.montauban.com,http://www.montauban.com/,,,,,False,False,,False,False
6353,21-153341,COMMUNAUTE D AGGLOMERATION DE BASTIA,None," POZZO DI BORGO Louis, Président",,,Port de Toga CS 60097,20291,Bastia Cedex,,04-95-55-18-18,,,correspondre@aws-france.com,http://www.bastia-agglomeration.com/,https://agysoft.marches-publics.info/,,,,,False,False,,False,False
6354,21-153342,Château de Fontainebleau,None,service juridique et des marchés publics,,,Place du général de gaulle,77300,Fontainebleau,,01-60-71-50-80,77300,,christelle.lebrun@chateaudefontainebleau.fr,,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
6355,21-153343,METROPOLE D AIX MARSEILLE PROVENCE,None,M. De la Commande Publique Le directeur,,,58 bd Charles Livon,13007,Marseille,,04-42-11-16-47,,,commande-publique.istresouestprovence@ampmetropole.fr,https://www.ampmetropole.fr/,https://marchespublics.ampmetropole.fr,,,,,False,False,,False,False
6356,21-153344,COMMUNE DE MONTESQUIEU VOLVESTRE,None,Le Maire,,,"3, Place de l'Hôtel de Ville",31310,Montesquieu-Volvestre,,,,,,,http://www.marches-securises.fr/perso/mgirod_repro,,,,,False,False,,False,False
6357,21-153345,Collectivité européenne d'Alsace,None,,,FRF12,,None,Colmar,,,,,contact.achat@basrhin.fr,http://www.alsace.eu,http://www.alsacemarchespublics.eu,,,,,False,True,,False,True
6358,21-153346,C.H.I. de Haute-Comté,None,,,FRC2,2 Fg St Etienne BP 329,25304,Pontarlier Cedex 4,,(+33) 3-81-38-59-27,,,c.grandvoinnet@chi-hc.fr,http://www.chi-hautecomte.fr/,http://chi-haute-comte.e-marchespublics.com,,http://chi-haute-comte.e-marchespublics.com,http://chi-haute-comte.e-marchespublics.com,,False,True,,False,True
6359,21-153347,Nantes Métropole,None,,,FRG01,2 Cours du Champ de Mars,44194,Nantes Cedex 1,,,,,caroline.lefrancois@nantesmetropole.fr,http://www.metropole.nantes.fr,https://marchespublics.nantesmetropole.fr,,https://marchespublics.nantesmetropole.fr,https://marchespublics.nantesmetropole.fr,,False,True,,False,True
6360,21-153348,SMEAM Mayotte,None," M. Le Président du SMEAM, Ahamada FAHARDINE",,,BP 289 - ZI Kawéni,97600,Mamoudzou,,(+33) 2-69-62-11-11,,,soifiat-binti.bamcolo@smeam.fr,https://www.marches-securises.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
6361,21-153349,Enap,None,,,FRI14,440 avenue Michel Serres,47000,Agen,,,,,serviceseco.enap@justice.fr,http://www.enap.justice.fr,http://www.marches-publics.gouv.fr,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=861462&amp;orgAcronyme=d3f,,False,True,,False,True
6362,21-153350,DEPARTEMENT DU CALVADOS,None,,,FRD11,1 place Gambetta BP 20520,14035,CAEN CEDEX,,,,,estelle.brard@calvados.fr,http://www.marches-securises.fr,http://www.marches-securises.fr,,,,,False,True,,False,True
6363,21-153352,SIDEN-SIAN NOREADE EAU,20001759800034,,M. le Président du SIDEN-SIAN et ses régies Noréade,FRE11,23 avenue de la Marne CS 90101,59443,Wasquehal cedex,,(+33) 3-20-66-44-23,,(+33) 3-20-80-25-22,marches@noreade.fr,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_kCzNYF8E0t,https://www.achatpublic.com,,,,,False,True,,False,True
6364,21-153354,Plate Forme Achats Finances Nord Est,13001535700010,,M. DERVAULT Sébastien,FRF33,PFC E Division achat public 10 rue d'Asfeld - BP 60004,57044,Metz cedex 1,,(+33) 3-87-15-51-85,,,pfaf-ne.ach.fct@def.gouv.fr,http://www.marches-publics.gouv.fr,,,,,,False,True,,False,True
6365,21-153355,CONSEIL DEPARTEMENTAL 13,None,,,FRL04,"52, avenue de St just",13256,Marseille cedex 20,,(+33) 4-13-31-21-36,,,philippe.siourt@departement13.fr,https://marches.cg13.fr,,,,,,False,True,,False,True
6366,21-153357,Conseil Départemental des Landes,None, Monsieur le Président du Conseil Départemental,,,Département des Landes Conseil départemental des Landes 23 rue Victor Hugo,40025,Mont-de-Marsan Cedex,,(+33) 5-58-05-40-40,,(+33) 5-58-05-40-88,marchespublics@landes.fr,http://www.landes.fr,,,,,,False,False,,False,False
6367,21-153359,CH LE MANS,None,,,FRG04,194 avenue Rubillard,72037,Le mans cedex 09,,(+33) 2-44-71-03-83,,,celluledesmarches@ch-lemans.fr,http://www.ch-lemans.fr/,,,,,,False,True,,False,True
6368,21-153360,BRGM,None,"Mme STANKIEWICZ Laura, BRGM",,,3 av. Claude-Guillemin,45060,OrlÉans cedex 2,,,,,consultation@brgm.fr,https://www.brgm.fr/,,,,,,False,False,,False,False
6369,21-153361,prefecture60,None,,,FRE22,1 PLACE DE LA PREFECTURE,60022,BEAUVAIS,,(+33) 3-44-06-12-50,,,pref-elections@oise.gouv.fr,http://www.oise.gouv.fr,http://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,,,,,False,False,,False,False
6370,21-153362,DEPARTEMENT DU CALVADOS,None,,,FRD11,1 place Gambetta BP 20520,14035,CAEN CEDEX,,,,,estelle.brard@calvados.fr,http://www.marches-securises.fr,http://www.marches-securises.fr,,,,,False,True,,False,True
6371,21-153363,Cté d'Agglomération du Pays de Vannes,None,,,FR,,None,VANNES,,,,,commandepublique@gmvagglo.bzh,http://www.golfedumorbihan-vannesagglomeration.bzh,https://marches.megalis.bretagne.bzh,,https://marches.megalis.bretagne.bzh,https://marches.megalis.bretagne.bzh,,False,True,,False,True
6372,21-153364,GRAND PARIS SUD EST AVENIR,None,,,FR107,14 rue Le Corbusier,94046,Creteil cedex,,,,,mmeunier@gpsea.fr,https://smitduvm.fr/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
6373,21-153365,Département des Côtes d'Armor,None,Anne ECOBICHON,,,9 place du Général de GaulleCS 42371,22023,Saint-Brieuc,,,,,,,,,,,,False,False,,False,False
6374,21-153366,DEPARTEMENT DU CALVADOS,None, Président du Conseil Départemental,,,1 place Gambetta BP 20520,14035,CAEN CEDEX,,,,,benjamin.buffard@calvados.fr,http://www.marches-securises.fr,,,,,,False,False,,False,False
6375,21-153367,DEPARTEMENT DU CALVADOS,22140118500014,,,FRD11,23/25 boulevard Bertrand,None,CAEN,,,,,anne-sophie.sticker@calvados.fr,http://www.calvados.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
6376,21-153368,Clermont Auvergne Métropole,246300701002,,Monsieur le Président,FRK14,64-66 Avenue de l'Union Soviétique 1,63007,CLERMONT-FERRAND,,(+33) 4-73-98-34-00,,(+33) 4-73-98-36-25,service-commande-publique@clermontmetropole.eu,http://clermontmetropole.eu,https://www.marches-securises.fr,,https://www.marches-securises.fr,http://clermontmetropole.eu,,False,True,,False,True
6377,21-153369,SMD3,25240532900035,,,FRI11,La Rampinsolle,24660,Coulounieix Chamiers,,(+33) 5-53-45-58-90,,(+33) 5-53-45-54-99,contact@smd3.fr,http://www.smd3.fr,http://www.smd3.fr/fr/marches-public/consultations-en-cours/,,http://www.smd3.fr/fr/marches-public/consultations-en-cours/,http://www.smd3.fr/fr/marches-public/consultations-en-cours/,,False,True,,False,True
6378,21-153370,Ville de Saint Jean de la Ruelle,None, Le Maire,,,"Hôtel de Ville, 71 rue Charles Beauhaire",45142,Saint Jean de la Ruelle,,02-38-79-33-00,,02-38-79-33-62,juridique@ville-saintjeandelaruelle.fr,http://www.ville-saintjeandelaruelle.fr/,https://www.marches-publics.info/,,,,,False,False,,False,False
6379,21-153371,Agglomération Région Compiègne,None,,,FR,place de l'hôtel de ville,60200,compiegne,,,,,service.marches@agglo-compiegne.fr,https://marches-agglo-compiegne.safetender.com,https://marches-agglo-compiegne.safetender.com,,https://marches-agglo-compiegne.safetender.com,https://marches-agglo-compiegne.safetender.com,,False,True,,False,True
6380,21-153372,COMMUNE DE CONFLANS SAINTE HONORINE,None," BROSSE Laurent, MAIRE",,,"63, Rue Maurice BERTEAUX",78700,CONFLANS SAINTE HONORINE,,01-34-90-89-89,,,correspondre@aws-france.com,https://www.conflans-sainte-honorine.fr,http://agysoft.marches-publics.info/,,,,,False,False,,False,False
6381,21-153373,REGION GRAND EST,None,,Direction de l'Achat Public,FRF11,"1,  Place Adrien Zeller",67070,Strasbourg Cedex,,,,,marches.strasbourg@grandest.fr,http://www.grandest.fr,http://www.marchespublics.grandest.fr,,http://www.marchespublics.grandest.fr,http://www.marchespublics.grandest.fr,,False,True,,False,True
6382,21-153374,GPMH au Havre,89961480400024,,,FRD22,Terre plein de la Barre CS 81413,76067,Le havre cedex,,(+33) 2-32-74-69-58,,(+33) 2-32-74-72-40,haropaportlehavremarches@haropaport.com,http://www.haropaports.com/fr/le-havre,https://www.achatpublic.com/,,,,,False,True,,False,True
6383,21-153375,HOPITAUX DE PROVENCE,26130008100484,,,FRL04,80 rue Brochier,13295,Marseille,,,,,correspondre@aws-france.com,http://marchespublics.ght13.fr/,http://marchespublics.ght13.fr/,,,,,False,True,,False,True
6384,21-153376,Conseil départemental du Cher,22180001400013,,,FRB01,"Hôtel du département , 1 Place Marcel Plaisant, Cs no30222",18023,Bourges,,(+33) 2-48-27-80-00,,,nathalie.parry@departement18.fr,http://www.cg18.fr,http://www.marchespublics.departement18.fr/,,,,,False,True,,False,True
6385,21-153377,Département du Loiret,22450001700013,,,FRB06,Département du Loiret,45945,Orléans,,,,,srm.marches@loiret.fr,http://www.loiret.fr,http://www.marches-publics.loiret.com,,,,,False,True,,False,True
6386,21-153378,COMMUNE DE CLICHY,None,,,FR105,80 boulevard Jean Jaurès,92110,Clichy-la-garenne,,,,,marches.publics@ville-clichy.fr,http://www.ville-clichy.fr,https://marches.maximilien.fr/?page=frame.ConsultationsOrganisme&org=d7m,,https://marches.maximilien.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=799296&orgAcronyme=d7m,https://marches.maximilien.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=799296&orgAcronyme=d7m,,False,True,,False,True
6387,21-153379,Conseil départemental du Cher,22180001400013,,,FRB01,"Hôtel du département , 1 Place Marcel Plaisant, Cs no30222",18023,Bourges,,(+33) 2-48-27-80-00,,,nathalie.parry@departement18.fr,http://www.cg18.fr,http://www.marchespublics.departement18.fr/,,,,,False,True,,False,True
6388,21-153380,APHM,26130008100484,,,FRL04,80 rue Brochier,13292,Marseille,,,,,correspondance@aws-france.com,http://fr.ap-hm.fr/,http://marchespublics.ght13.fr/,,,,,False,True,,False,True
6389,21-153381,Ville de Metz,21570463600012,,,FRF33,Place d'Armes,57036,Metz,,,,,marchespublics@metzmetropole.fr,http://metz.fr/,http://www.marches-publics.info/accueil.htm,,,,,False,True,,False,True
6390,21-153382,APHM,None," CREMIEUX François, DG",,,80 rue Brochier,13292,MARSEILLE,,,,,correspondance@aws-france.com,http://fr.ap-hm.fr/,http://marchespublics.ght13.fr/,,,,,False,False,,False,False
6391,21-153383,COMMUNE DE PORT DE BOUC,None," BELSOLA Laurent, Maire",,,"Hôtel de Ville, Cours Landrivon BP 40201",13528,Port de Bouc Cédex,,04-42-40-04-04,,04-42-06-28-92,achat@portdebouc.fr,http://www.portdebouc.fr,,,,,,False,False,,False,False
6392,21-153384,Cté Cnes du Grand Pic St Loup,None,,,FR,Hôtel de la Communauté25 Allée de l'Espérance,None,Saint Mathieu de Tréviers,,,,,marches.publics@ccgpsl.fr,https://www.cc-grandpicsaintloup.fr,http://www.achatpublic.com,,,,,False,False,,False,False
6393,21-153385,Commune de Saint-Denis de la Réunion,21974011500015,,,FRY4,"Direction de la Commande Publique, 18 rue Vallon Hoarau Sainte Clotilde",97490,Saint-Denis,,(+33) 2-62-92-16-70,,(+33) 2-62-92-34-70,achats-publics@saintdenis.re,http://www.saintdenis.re,http://www.saintdenis.re,,,,,False,True,,False,True
6394,21-153386,CC Val de Saône Centre,20007011800,,Service Marchés Publics (Angélique CLERGEAU-SUZANNE),FRK21,166 Route de Francheleins,01090,MONTCEAUX,,(+33) 4-74-06-46-21,,,accueil@ccvsc01.org,https://www.ccvsc01.org/,https://ccvsc.e-marchespublics.com,,https://ccvsc.e-marchespublics.com/,https://ccvsc.e-marchespublics.com/,,False,True,,False,True
6395,21-153387,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,None," GHU APHP. SORBONNE UNIVERSITE, Groupe Hospitalier APHP. Sorbonne Université","Direction générale, cellule marché",,47/83 Boulevard de l'hôpital - cour du marché - porte 4,75651,Paris cedex 13,,01-42-17-61-82,,01-42-17-60-90,ghps.marche@psl.aphp.fr,http://www.aphp.fr,,,,,,False,False,,False,False
6396,21-153389,DEPARTEMENT DU CALVADOS,None,,,FRD11,1 place Gambetta BP 20520,14035,CAEN CEDEX,,,,,benjamin.buffard@calvados.fr,http://www.marches-securises.fr,http://www.marches-securises.fr,,,,,False,True,,False,True
6397,21-153390,Mairie de Gex,None, DUNAND Patrice,,,77 rue de l'Horloge - BP 407,01174,GEX Cedex,,,,,,,,,,,,False,False,,False,False
6398,21-153391,CA DE HAGUENAU,None,Mme Mastio Joanna,,,"C.A.I.R.E. - 84, route de Strasbourg - B.P. 50244",67504,Haguenau,,03-88-90-67-88,,,commande.publique@agglo-haguenau.fr,https://alsacemarchespublics.eu/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=528754&orgAcronyme=a2a,,,,,,False,False,,False,False
6399,21-153392,Ville de Saint-Genis-Pouilly,None,Desroches Hugo,,,", représenté par la Soderec, mandataire, 89 rue de la Villette",69003,Lyon,,,,,hdesroches@lasoderec.com,http://www.lasoderec.com,http://www.lasoderec.com,,,,,False,False,,False,False
6400,21-153393,CHU SAINT ETIENNE,None,,,FRK25,DIRECTION DES ACHATS ET DE LA LOGISTIQUE,42055,Saint etienne cedex 02,,(+33) 4-77-12-79-06,,(+33) 4-77-12-73-15,ght.marchesjuristes@chuse.fr,http://www.chu-st-etienne.fr,,,,,,False,True,,False,True
6401,21-153395,DEPARTEMENT DU CALVADOS,None,,,FRD11,1 place Gambetta BP 20520,14035,CAEN CEDEX,,,,,estelle.brard@calvados.fr,http://www.marches-securises.fr,http://www.marches-securises.fr,,,,,False,True,,False,True
6402,21-153396,Mairie de Rodez,None,"Teyssedre Christian, Maire",,,Place eugène raynaldy,12031,rodez cedex 9,,05-65-77-88-00,,,marchespublics@mairie-rodez.fr,http://www.ville-rodez.fr,http://www.e-occitanie.fr,,,,,False,False,,False,False
6403,21-153399,Métropole Nice Côte d'Azur,None,,M. Le Président,FRL03,5 rue de l'hôtel de ville,06364,Nice cedex 4,,(+33) 4-97-13-20-00,,,dao@nicecotedazur.org,http://www.e-marches06.fr,http://www.e-marches06.fr,,,,,False,True,,False,True
6404,21-153401,Bordeaux Métropole,None,,,FRI12,Esplanade Charles de Gaulle,33045,BORDEAUX,,,,,dacp@bordeaux-metropole.fr,http://www.bordeaux-metropole.fr,https://marchespublics.bordeaux-metropole.fr,http://marchespublics.bordeaux-metropole.fr,https://marchespublics.bordeaux-metropole.fr,http://marchespublics.bordeaux-metropole.fr,,False,True,,False,True
6405,21-153402,Cté Cnes du Grand Pic St Loup,None,,,FR,"Hôtel de la Communauté, 25 allée de l'Espérance",34270,St Mathieu de Tréviers,,(+33) 4-67-55-17-00,,(+33) 4-67-55-17-01,marches.publics@ccgpsl.fr,https://www.cc-grandpicsaintloup.fr,http://www.achatpublic.com,,,,,False,True,,False,True
6406,21-153403,Laboratoires des Pyrénées et Landes,None,"Mme BONTE VERONIQUE, Responsable des Achats",,,88 rue des écoles,64150,Lagor,,05-59-60-23-85,,,v.bonte@labopl.com,,,,,,,False,False,,False,False
6407,21-153405,DEPARTEMENT DU CALVADOS,None,,,FRD11,1 place Gambetta BP 20520,14035,CAEN CEDEX,,,,,estelle.brard@calvados.fr,http://www.marches-securises.fr,http://www.marches-securises.fr,,,,,False,True,,False,True
6408,21-153407,CNRS DR17 Bretagne et Pays de la Loire,None,Pôle Achats DR17,,,"Parc Alcyone - CS 269361, rue André et Yvonne Meynier",35069,Rennes Cedex,,02-99-28-68-68,,,achats@dr17.cnrs.fr,https://www.bretagne-pays-de-la-loire.cnrs.fr/fr/delegation,https://www.marches-publics.gouv.fr/app.php/consultation/861615,,,,,False,False,,False,False
6409,21-153408,METROPOLE NANTES METROPOLE,None,,,FRG01,2 Cours du Champ de Mars,44929,Nantes cedex9,,,,,gaelle.duclau@nantesmetropole.fr,http://www.metropole.nantes.fr,https://marchespublics.nantesmetropole.fr,,https://marchespublics.nantesmetropole.fr,https://marchespublics.nantesmetropole.fr,,False,True,,False,True
6410,21-153409,SMET NE 71,None,,,FRC13,,None,CHAGNY,,,,,ph.delamour@smet71.fr,http://www.smet71.fr,http://www.ternum-bfc.fr,,https://www.ternum-bfc.fr/,https://www.ternum-bfc.fr/,,False,True,,False,True
6411,21-153410,MARINE/DCSSF/ DSSFBrest,None,M. le directeur du service de soutien de la flotte de BREST,Secretariat des offres,,BCRM de BREST - DSSF BREST Secrétariat des offres - SDFC/DMAP - CC45,29240,Brest cedex 9,,(+33) 2-98-14-06-86,,,dssf-brest.contact-demarche.fct@def.gouv.fr,,,,,,,False,False,,False,False
6412,21-153411,Communauté urbaine Le Creusot Montceau,24710029000011,,,FRC13,Château de la Verrerie - BP 90069,71206,Le Creusot cedex,,,,,marches.publics@creusot-montceau.org,http://www.creusot-montceau.org,http://www.marches.ternum-bfc.fr,,,,,False,True,,False,True
6413,21-153413,Ville de Sannois,None, Commande Publique,,,Place du Général Leclerc BP 60088,95111,SANNOIS CEDEX,,01-39-98-20-32,,,commande.publique@sannois.org,https://www.ville-sannois.fr,https://www.achatpublic.com,,,,,False,False,,False,False
6414,21-153414,CHU SAINT ETIENNE,None,,,FRK25,HOPITAL BELLEVUE - CELLULE MARCHES,42055,Saint etienne cedex 02,,(+33) 4-77-12-79-15,,(+33) 4-77-12-73-15,ght.marchesjuristes@chuse.fr,http://www.chu-st-etienne.fr,,,,,,False,True,,False,True
6415,21-153416,Conseil Départemental Haute-Vienne,None,,,FRI23,11 rue François Chénieux - CS 83112,87031,Limoges cedex 1,,,,,marches-demat@haute-vienne.fr,http://www.haute-vienne.fr,http://cg87.e-marchespublics.com,,http://cg87.e-marchespublics.com,http://cg87.e-marchespublics.com,,False,True,,False,True
6416,21-153417,Ministere developpement durable_DGPR,None,,,FRJ23,42 AVENUE GASPARD CORIOLIS,31042,TOULOUSE,,(+33) 5-34-63-85-50,,(+33) 5-34-63-85-78,schapi@developpement-durable.gouv.fr,https://www.marches-publics.gouv.fr/,https://www.marches-publics.gouv.fr/,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=859425&orgAcronyme=d4t,https://www.marches-publics.gouv.fr/,,False,True,,False,True
6417,21-153419,DEPARTEMENT DU CALVADOS,None,,,FRD11,1 place Gambetta BP 20520,14035,CAEN CEDEX,,,,,benjamin.buffard@calvados.fr,http://www.marches-securises.fr,http://www.marches-securises.fr,,,,,False,True,,False,True
6418,21-153420,CPAM DE LA MARNE,None,"Mme ALISSON BAKKOUCH, GESTIONNAIRE ACHATS",,,14 Rue du Ruisselet,51100,Reims,,03-26-84-30-62,,,marches.cpam-marne@assurance-maladie.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
6419,21-153421,Service Navigation Aérienne Nord-Est,None,"Mme GILIBERT Elodie, DGAC - NA - SNANE - SA/AF",,,Aéroport International de Strasbourg-Entzheim,67836,Tanneries cedex,,03-88-59-91-32,,03-88-59-63-52,elodie.gilibert@aviation-civile.gouv.fr,,,,,,,False,False,,False,False
6420,21-153422,Ville de Dunkerque,None, Direction de la commande publique,,,Place Charles Valentin,59386,Dunkerque,,(+33) 3-28-26-28-72,,(+33) 3-28-26-24-20,marches.publics@ville-dunkerque.fr,http://www.ville-dunkerque.fr,,,,,,False,False,,False,False
6421,21-153423,Mairie de Saint Andre de Cubzac,None,"Mme MONSEIGNE Célia, Maire de Saint-André-de-Cubzac",,,8 Place Raoul Larche,33240,Saint-andré-de-cubzac,,05-57-45-10-10,,,marches.publics@saintandredecubzac.fr,https://www.saintandredecubzac.fr/,,,,,,False,False,,False,False
6422,21-153425,DEPARTEMENT DU CALVADOS,None,,,FRD11,1 place Gambetta BP 20520,14035,CAEN CEDEX,,,,,estelle.brard@calvados.fr,http://www.marches-securises.fr,http://www.marches-securises.fr,,,,,True,False,,False,True
6423,21-153427,Mairie d'Ambazac,None,,https://www.centreofficielles.com,FRI23,Place de l'Hôtel de Ville,87240,AMBAZAC,,(+33) 5-55-56-56-58,,,dgs@ambazac.fr,https://www.mairie-ambazac.fr/,https://www.centreofficielles.com,,,https://www.centreofficielles.com,,False,True,,False,True
6424,21-153428,CONSEIL DEPARTEMENTAL 13,None,,,FRL04,"52, avenue de st JUST",13256,Marseille cedex 20,,,,,contact.samtm@departement13.fr,https://www.departement13.fr,,,https://marches.departement13.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=16064&orgAcronyme=cg13,https://marches.departement13.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=16064&orgAcronyme=cg13,,False,True,,False,True
6425,21-153429,CHU de Nantes,None,,,FRG01,5 allée de l'Ile Gloriette,44093,Nantes cedex,,,,,bureau.desmarches@chu-nantes.fr,http://www.chu-nantes.fr,https://www.marches-publics.gouv.fr,,,,,False,True,,False,True
